Iso,SignedP,,,,,,
AIPGENE3844,-0.288390027,,,,,,
AIPGENE5601,-0.194930319,,,,,,
AIPGENE9693,-0.342193148,,,,,,
AIPGENE99,-0.185862858,,,,,,
AIPGENE26660,-0.059790324,,,,,,
AIPGENE15218,-0.153196569,,,,,,
AIPGENE8055,-0.182122595,,,,,,
AIPGENE14724,-0.215676255,,,,,,
AIPGENE23179,-0.13972852,,,,,,
AIPGENE21352,-0.57324544,,,,,,
AIPGENE4204,-0.166571349,,,,,,
AIPGENE10261,-0.096636974,,,,,,
AIPGENE12884,-0.225066742,,,,,,
AIPGENE7345,-0.279989807,,,,,,
AIPGENE4444,-0.386081356,,,,,,
AIPGENE12487,-0.400202643,,,,,,
AIPGENE24580,-0.045359079,,,,,,
AIPGENE11169,-0.263458077,,,,,,
AIPGENE24443,-0.050395621,,,,,,
AIPGENE28289,-0.109038221,,,,,,
AIPGENE13425,-0.328035622,,,,,,
AIPGENE6176,-0.577608558,,,,,,
AIPGENE19244,-0.296239319,,,,,,
AIPGENE23464,-0.253410608,,,,,,
AIPGENE6502,-0.456354374,,,,,,
AIPGENE17262,-0.116725953,,,,,,
AIPGENE25439,-0.129224225,,,,,,
AIPGENE11213,-0.395449801,,,,,,
AIPGENE10597,-0.177052082,,,,,,
AIPGENE25650,-0.273215075,,,,,,
AIPGENE387,-0.420362507,,,,,,
AIPGENE12392,-0.538086331,,,,,,
AIPGENE2702,-0.299018182,,,,,,
AIPGENE12447,-0.131427976,,,,,,
AIPGENE12150,-0.108608797,,,,,,
AIPGENE10585,-0.192886584,,,,,,
AIPGENE197,-0.378054169,,,,,,
AIPGENE14516,-0.323774785,,,,,,
AIPGENE26984,-0.629918555,,,,,,
AIPGENE10634,-0.072614734,,,,,,
AIPGENE15244,-0.079868951,,,,,,
AIPGENE9058,-0.324008065,,,,,,
AIPGENE23352,-0.209816797,,,,,,
AIPGENE1296,-0.175324413,,,,,,
AIPGENE3690,-0.658362682,,,,,,
AIPGENE11797,-0.478932744,,,,,,
AIPGENE7581,-0.385185283,,,,,,
AIPGENE7234,-0.519641794,,,,,,
AIPGENE18466,-0.323064036,,,,,,
AIPGENE22395,-0.244893328,,,,,,
AIPGENE12527,-0.149529143,,,,,,
AIPGENE2637,-0.152854076,,,,,,
AIPGENE13259,-0.280964025,,,,,,
AIPGENE2392,-0.640794607,,,,,,
AIPGENE17985,-0.090647203,,,,,,
AIPGENE23692,-0.31927324,,,,,,
AIPGENE26768,-0.279864031,,,,,,
AIPGENE20692,-0.216113136,,,,,,
AIPGENE24826,-0.159735672,,,,,,
AIPGENE16192,-0.245115205,,,,,,
AIPGENE23706,-0.224782104,,,,,,
AIPGENE3747,-0.402388864,,,,,,
AIPGENE11811,-0.27099012,,,,,,
AIPGENE20354,-0.426001899,,,,,,
AIPGENE15716,-0.442365549,,,,,,
AIPGENE22653,-0.423584055,,,,,,
AIPGENE21457,-0.132507604,,,,,,
AIPGENE29237,-0.314787032,,,,,,
AIPGENE8925,-0.292670407,,,,,,
AIPGENE16560,-0.170123313,,,,,,
AIPGENE12688,-0.709834623,,,,,,
AIPGENE25641,-0.302271199,,,,,,
AIPGENE1161,-0.185162763,,,,,,
AIPGENE10344,-0.198106437,,,,,,
AIPGENE1558,-0.254205949,,,,,,
AIPGENE21156,-0.096709672,,,,,,
AIPGENE6201,-0.168020553,,,,,,
AIPGENE11961,-0.09057387,,,,,,
AIPGENE28976,-0.111934425,,,,,,
AIPGENE19131,-0.315685857,,,,,,
AIPGENE22947,-0.085352263,,,,,,
AIPGENE209,-0.436047835,,,,,,
AIPGENE13110,-0.185121791,,,,,,
AIPGENE9655,-0.22977573,,,,,,
AIPGENE2840,-0.479098307,,,,,,
AIPGENE21072,-0.105102847,,,,,,
AIPGENE26957,-0.228735855,,,,,,
AIPGENE19636,-0.212314196,,,,,,
AIPGENE7875,-0.149201771,,,,,,
AIPGENE12050,-0.678031445,,,,,,
AIPGENE19966,-0.366733836,,,,,,
AIPGENE28557,-0.379563531,,,,,,
AIPGENE2875,-0.272111296,,,,,,
AIPGENE9912,-0.207343698,,,,,,
AIPGENE4658,-0.752828877,,,,,,
AIPGENE13502,-0.156112589,,,,,,
AIPGENE12668,-0.604461609,,,,,,
AIPGENE27322,-0.110483247,,,,,,
AIPGENE21643,-0.703622447,,,,,,
AIPGENE18813,-0.160868617,,,,,,
AIPGENE3516,-0.673614185,,,,,,
AIPGENE17649,-0.380998348,,,,,,
AIPGENE15805,-0.228177238,,,,,,
AIPGENE11341,-0.174143337,,,,,,
AIPGENE5770,-0.328789096,,,,,,
AIPGENE18425,-0.427133981,,,,,,
AIPGENE17371,-0.406750091,,,,,,
AIPGENE27842,-0.243306192,,,,,,
AIPGENE26737,-0.532887061,,,,,,
AIPGENE8946,-0.272237714,,,,,,
AIPGENE10543,-0.455867868,,,,,,
AIPGENE26956,-0.358084035,,,,,,
AIPGENE5280,-0.383154134,,,,,,
AIPGENE24156,-0.285105394,,,,,,
AIPGENE10499,-0.217217401,,,,,,
AIPGENE13767,-0.478393185,,,,,,
AIPGENE28420,-0.459112972,,,,,,
AIPGENE13030,-0.744714735,,,,,,
AIPGENE10993,-0.387306526,,,,,,
AIPGENE9632,-0.510755334,,,,,,
AIPGENE8548,-0.189622953,,,,,,
AIPGENE19567,-0.184479932,,,,,,
AIPGENE20858,-0.19209156,,,,,,
AIPGENE20239,-0.165790554,,,,,,
AIPGENE9304,-0.259046783,,,,,,
AIPGENE25154,-0.081176432,,,,,,
AIPGENE27859,-0.231126942,,,,,,
AIPGENE14598,-0.310224483,,,,,,
AIPGENE5851,-0.460786107,,,,,,
AIPGENE25288,-0.517895551,,,,,,
AIPGENE16626,-0.430117159,,,,,,
AIPGENE4475,-0.398313494,,,,,,
AIPGENE10231,-0.276414026,,,,,,
AIPGENE15079,-0.303296018,,,,,,
AIPGENE6211,-0.588522051,,,,,,
AIPGENE17729,-0.244804774,,,,,,
AIPGENE26326,-0.093771349,,,,,,
AIPGENE7702,-0.22700388,,,,,,
AIPGENE7637,-0.076939044,,,,,,
AIPGENE15944,-0.224297504,,,,,,
AIPGENE16285,-0.181970617,,,,,,
AIPGENE8102,-0.761181225,,,,,,
AIPGENE18981,-0.076779697,,,,,,
AIPGENE6477,-0.232480755,,,,,,
AIPGENE13663,-0.409558875,,,,,,
AIPGENE22545,-0.40587006,,,,,,
AIPGENE11547,-0.310864101,,,,,,
AIPGENE16825,-0.542881114,,,,,,
AIPGENE17578,-0.305185989,,,,,,
AIPGENE2146,-0.32201999,,,,,,
AIPGENE23010,-0.094631904,,,,,,
AIPGENE24509,-0.161069765,,,,,,
AIPGENE25566,-0.584814028,,,,,,
AIPGENE10133,-0.66008829,,,,,,
AIPGENE4702,-0.323077712,,,,,,
AIPGENE553,-0.13127036,,,,,,
AIPGENE6635,-0.412241589,,,,,,
AIPGENE8484,-0.114180553,,,,,,
AIPGENE25622,-0.390901587,,,,,,
AIPGENE28672,-0.339048762,,,,,,
AIPGENE7084,-0.398975088,,,,,,
AIPGENE7256,-0.140181428,,,,,,
AIPGENE21847,-0.200549018,,,,,,
AIPGENE21773,-0.334476008,,,,,,
AIPGENE1134,-0.266861165,,,,,,
AIPGENE22471,-0.138258241,,,,,,
AIPGENE18399,-0.646806679,,,,,,
AIPGENE18144,-0.157879196,,,,,,
AIPGENE25482,-0.064575286,,,,,,
AIPGENE7372,-0.146732999,,,,,,
AIPGENE17567,-0.083345951,,,,,,
AIPGENE18133,-0.066120899,,,,,,
AIPGENE180,-0.116740892,,,,,,
AIPGENE9647,-0.126346131,,,,,,
AIPGENE26035,-0.194202571,,,,,,
AIPGENE18543,-0.081910753,,,,,,
AIPGENE2220,-0.357825157,,,,,,
AIPGENE17230,-0.187906372,,,,,,
AIPGENE10514,-0.304348405,,,,,,
AIPGENE26192,-0.667055525,,,,,,
AIPGENE9055,-0.194616326,,,,,,
AIPGENE23791,-0.036752668,,,,,,
AIPGENE14505,-0.081498394,,,,,,
AIPGENE28435,-0.130314204,,,,,,
AIPGENE22714,-0.334110214,,,,,,
AIPGENE25187,-0.294886554,,,,,,
AIPGENE3777,-0.299762222,,,,,,
AIPGENE14353,-0.329855749,,,,,,
AIPGENE5598,-0.204406239,,,,,,
AIPGENE11865,-0.287409158,,,,,,
AIPGENE1044,-0.087632168,,,,,,
AIPGENE5930,-0.472039256,,,,,,
AIPGENE26558,-0.140567019,,,,,,
AIPGENE4767,-0.215099298,,,,,,
AIPGENE24126,-0.1473142,,,,,,
AIPGENE6404,-0.157014184,,,,,,
AIPGENE16053,-0.554275349,,,,,,
AIPGENE5024,-0.260520985,,,,,,
AIPGENE7283,-0.536633462,,,,,,
AIPGENE28125,-0.273724155,,,,,,
AIPGENE20896,-0.089249269,,,,,,
AIPGENE13429,-0.225371057,,,,,,
AIPGENE16619,-0.21930188,,,,,,
AIPGENE26988,-0.511284821,,,,,,
AIPGENE18390,-0.46876096,,,,,,
AIPGENE10808,-0.243733713,,,,,,
AIPGENE26240,-0.211163396,,,,,,
AIPGENE24757,-0.235927944,,,,,,
AIPGENE18849,-0.166160847,,,,,,
AIPGENE5498,-0.103336813,,,,,,
AIPGENE7680,-0.19767964,,,,,,
AIPGENE25272,-0.213421823,,,,,,
AIPGENE15384,-0.307931446,,,,,,
AIPGENE13629,-0.186299821,,,,,,
AIPGENE14056,-0.102921141,,,,,,
AIPGENE8962,-0.363865621,,,,,,
AIPGENE18196,-0.117726552,,,,,,
AIPGENE12916,-0.30834525,,,,,,
AIPGENE17874,-0.128631528,,,,,,
AIPGENE22759,-0.102825412,,,,,,
AIPGENE13971,-0.197230518,,,,,,
AIPGENE18366,-0.206611711,,,,,,
AIPGENE12199,-0.453697994,,,,,,
AIPGENE25967,-0.148771324,,,,,,
AIPGENE19502,-0.610489421,,,,,,
AIPGENE6941,-0.201330705,,,,,,
AIPGENE8039,-0.209821365,,,,,,
AIPGENE6508,-0.229048548,,,,,,
AIPGENE17544,-0.137695384,,,,,,
AIPGENE1574,-0.448854455,,,,,,
AIPGENE26202,-0.309559836,,,,,,
AIPGENE21878,-0.163749702,,,,,,
AIPGENE12284,-0.197551462,,,,,,
AIPGENE2063,-0.3368385,,,,,,
AIPGENE11639,-0.349180775,,,,,,
AIPGENE19573,-0.153847683,,,,,,
AIPGENE929,-0.248287585,,,,,,
AIPGENE11402,-0.207380677,,,,,,
AIPGENE11844,-0.174943328,,,,,,
AIPGENE6053,-0.429257292,,,,,,
AIPGENE24645,-0.583794978,,,,,,
AIPGENE24293,-0.283975888,,,,,,
AIPGENE21882,-0.157290235,,,,,,
AIPGENE24457,-0.285403855,,,,,,
AIPGENE27575,-0.234360365,,,,,,
AIPGENE16545,-0.285144673,,,,,,
AIPGENE6831,-0.195035468,,,,,,
AIPGENE3983,-0.420735194,,,,,,
AIPGENE10968,-0.163400402,,,,,,
AIPGENE13251,-0.287611329,,,,,,
AIPGENE22982,-0.518650727,,,,,,
AIPGENE4914,-0.263119707,,,,,,
AIPGENE24083,-0.260734262,,,,,,
AIPGENE21549,-0.162493548,,,,,,
AIPGENE5911,-0.28472248,,,,,,
AIPGENE1832,-0.232257512,,,,,,
AIPGENE6217,-0.438963633,,,,,,
AIPGENE27482,-0.376117175,,,,,,
AIPGENE28833,-0.298612459,,,,,,
AIPGENE26135,-0.227660242,,,,,,
AIPGENE3598,-0.217170671,,,,,,
AIPGENE1773,-0.191625921,,,,,,
AIPGENE3609,-0.510701017,,,,,,
AIPGENE14347,-0.197578577,,,,,,
AIPGENE1295,-0.244392553,,,,,,
AIPGENE14135,-0.567817024,,,,,,
AIPGENE20977,-0.335404084,,,,,,
AIPGENE9360,-0.446738149,,,,,,
AIPGENE674,-0.378734819,,,,,,
AIPGENE12285,-0.281554213,,,,,,
AIPGENE2075,-0.146764391,,,,,,
AIPGENE2285,-0.484650249,,,,,,
AIPGENE7789,-0.212934974,,,,,,
AIPGENE18553,-0.181949861,,,,,,
AIPGENE25150,-0.289897124,,,,,,
AIPGENE22105,-0.179401976,,,,,,
AIPGENE28472,-0.523036834,,,,,,
AIPGENE10575,-0.407981062,,,,,,
AIPGENE14932,-0.450043069,,,,,,
AIPGENE13062,-0.336776029,,,,,,
AIPGENE21186,-0.261765569,,,,,,
AIPGENE13172,-0.24418704,,,,,,
AIPGENE21689,-0.145678571,,,,,,
AIPGENE20700,-0.142443023,,,,,,
AIPGENE28858,-0.356730577,,,,,,
AIPGENE23382,-0.192043117,,,,,,
AIPGENE19433,-0.214454999,,,,,,
AIPGENE17456,-0.223331347,,,,,,
AIPGENE15423,-0.139967068,,,,,,
AIPGENE22299,-0.40902255,,,,,,
AIPGENE7490,-0.214491432,,,,,,
AIPGENE28216,-0.209296622,,,,,,
AIPGENE15104,-0.358396025,,,,,,
AIPGENE9246,-0.192944663,,,,,,
AIPGENE17945,-0.299068622,,,,,,
AIPGENE4245,-0.23321823,,,,,,
AIPGENE2700,-0.134393673,,,,,,
AIPGENE8133,-0.321964184,,,,,,
AIPGENE23824,-0.235958097,,,,,,
AIPGENE11678,-0.169957171,,,,,,
AIPGENE21018,-0.278375931,,,,,,
AIPGENE15868,-0.338234414,,,,,,
AIPGENE21409,-0.142421656,,,,,,
AIPGENE3774,-0.305370244,,,,,,
AIPGENE15547,-0.225656337,,,,,,
AIPGENE18031,-0.323269922,,,,,,
AIPGENE9189,-0.087722964,,,,,,
AIPGENE8616,-0.253346159,,,,,,
AIPGENE10909,-0.233770466,,,,,,
AIPGENE2567,-0.163009766,,,,,,
AIPGENE6430,-0.178636277,,,,,,
AIPGENE6284,-0.239834237,,,,,,
AIPGENE6308,-0.402541025,,,,,,
AIPGENE3686,-0.092361856,,,,,,
AIPGENE20910,-0.218653578,,,,,,
AIPGENE15676,-0.189992975,,,,,,
AIPGENE20375,-0.20484971,,,,,,
AIPGENE25116,-0.511932474,,,,,,
AIPGENE543,-0.278556031,,,,,,
AIPGENE5049,-0.466959748,,,,,,
AIPGENE20245,-0.156415464,,,,,,
AIPGENE4539,-0.330198662,,,,,,
AIPGENE23748,-0.182791321,,,,,,
AIPGENE17774,-0.239114474,,,,,,
AIPGENE19842,-0.139801514,,,,,,
AIPGENE21724,-0.44957745,,,,,,
AIPGENE11191,-0.312062386,,,,,,
AIPGENE3092,-0.193209582,,,,,,
AIPGENE25854,-0.138847671,,,,,,
AIPGENE13968,-0.375645281,,,,,,
AIPGENE1411,-0.095108177,,,,,,
AIPGENE4535,-0.337868767,,,,,,
AIPGENE24600,-0.110148723,,,,,,
AIPGENE22590,-0.235818975,,,,,,
AIPGENE3384,-0.239610019,,,,,,
AIPGENE28893,-0.546144159,,,,,,
AIPGENE17947,-0.274136859,,,,,,
AIPGENE19762,-0.113323872,,,,,,
AIPGENE4712,-0.08544854,,,,,,
AIPGENE26861,-0.170604369,,,,,,
AIPGENE12086,-0.197901389,,,,,,
AIPGENE7886,-0.101672461,,,,,,
AIPGENE28949,-0.339005947,,,,,,
AIPGENE23724,-0.111870668,,,,,,
AIPGENE7600,-0.253110241,,,,,,
AIPGENE27179,-0.530992032,,,,,,
AIPGENE20686,-0.678323211,,,,,,
AIPGENE5697,-0.260544767,,,,,,
AIPGENE1715,-0.556046454,,,,,,
AIPGENE7323,-0.393644078,,,,,,
AIPGENE25186,-0.354106134,,,,,,
AIPGENE19476,-0.228472299,,,,,,
AIPGENE14326,-0.505358109,,,,,,
AIPGENE8731,-0.419283912,,,,,,
AIPGENE9561,-0.162187059,,,,,,
AIPGENE9057,-0.141077259,,,,,,
AIPGENE5686,-0.263233993,,,,,,
AIPGENE27378,-0.169722612,,,,,,
AIPGENE20625,-0.08174701,,,,,,
AIPGENE19452,-0.190012132,,,,,,
AIPGENE5625,-0.328966883,,,,,,
AIPGENE11558,-0.465195594,,,,,,
AIPGENE2724,-0.247336402,,,,,,
AIPGENE15411,-0.21760795,,,,,,
AIPGENE11432,-0.115804323,,,,,,
AIPGENE25913,-0.244261111,,,,,,
AIPGENE7813,-0.284418312,,,,,,
AIPGENE15963,-0.09986011,,,,,,
AIPGENE3913,-0.162953018,,,,,,
AIPGENE2329,-0.636736273,,,,,,
AIPGENE20383,-0.152921453,,,,,,
AIPGENE3637,-0.20799427,,,,,,
AIPGENE6202,-0.518275904,,,,,,
AIPGENE11170,-0.237470452,,,,,,
AIPGENE2505,-0.33498778,,,,,,
AIPGENE615,-0.350106169,,,,,,
AIPGENE15986,-0.165847232,,,,,,
AIPGENE7608,-0.137308391,,,,,,
AIPGENE13478,-0.163151259,,,,,,
AIPGENE8649,-0.044287094,,,,,,
AIPGENE6393,-0.059457693,,,,,,
AIPGENE19320,-0.405697196,,,,,,
AIPGENE24566,-0.385013492,,,,,,
AIPGENE5124,-0.391467237,,,,,,
AIPGENE22063,-0.279137371,,,,,,
AIPGENE5373,-0.143681813,,,,,,
AIPGENE18067,-0.135797496,,,,,,
AIPGENE11834,-0.170593086,,,,,,
AIPGENE13180,-0.076662875,,,,,,
AIPGENE14151,-0.138460274,,,,,,
AIPGENE27560,-0.215908742,,,,,,
AIPGENE18667,-0.431044582,,,,,,
AIPGENE11876,-0.172567418,,,,,,
AIPGENE19826,-0.323788403,,,,,,
AIPGENE21559,-0.086295795,,,,,,
AIPGENE19051,-0.194640958,,,,,,
AIPGENE13046,-0.54868015,,,,,,
AIPGENE25597,-0.191700836,,,,,,
AIPGENE28742,-0.147606046,,,,,,
AIPGENE29144,-0.402356734,,,,,,
AIPGENE22222,-0.256326452,,,,,,
AIPGENE11273,-0.09032335,,,,,,
AIPGENE10521,-0.114591534,,,,,,
AIPGENE19330,-0.281507671,,,,,,
AIPGENE16987,-0.47262917,,,,,,
AIPGENE6978,-0.144054974,,,,,,
AIPGENE13065,-0.071597716,,,,,,
AIPGENE25727,-0.358939712,,,,,,
AIPGENE14861,-0.111056704,,,,,,
AIPGENE10239,-0.148997367,,,,,,
AIPGENE2631,-0.672332356,,,,,,
AIPGENE27355,-0.143313427,,,,,,
AIPGENE26981,-0.120888526,,,,,,
AIPGENE6959,-0.283951871,,,,,,
AIPGENE7930,-0.102891338,,,,,,
AIPGENE7087,-0.532997541,,,,,,
AIPGENE12256,-0.175753162,,,,,,
AIPGENE26589,-0.131418857,,,,,,
AIPGENE269,-0.261995081,,,,,,
AIPGENE24505,-0.115832665,,,,,,
AIPGENE3544,-0.164635799,,,,,,
AIPGENE20457,-0.059801387,,,,,,
AIPGENE22248,-0.116423107,,,,,,
AIPGENE16427,-0.610058378,,,,,,
AIPGENE19449,-0.295334052,,,,,,
AIPGENE15376,-0.471878073,,,,,,
AIPGENE8775,-0.374644155,,,,,,
AIPGENE9075,-0.49679125,,,,,,
AIPGENE29269,-0.106172517,,,,,,
AIPGENE10255,-0.161540866,,,,,,
AIPGENE5717,-0.286694827,,,,,,
AIPGENE13036,-0.280929915,,,,,,
AIPGENE25689,-0.653018525,,,,,,
AIPGENE9910,-0.156759786,,,,,,
AIPGENE7654,-0.168342807,,,,,,
AIPGENE13779,-0.248450032,,,,,,
AIPGENE21602,-0.656346106,,,,,,
AIPGENE153,-0.261153596,,,,,,
AIPGENE12064,-0.136535323,,,,,,
AIPGENE9626,-0.257631574,,,,,,
AIPGENE16020,-0.296448597,,,,,,
AIPGENE2018,-0.240285051,,,,,,
AIPGENE25575,-0.190324576,,,,,,
AIPGENE21510,-0.644762899,,,,,,
AIPGENE9964,-0.268579232,,,,,,
AIPGENE13773,-0.149294513,,,,,,
AIPGENE6361,-0.174743074,,,,,,
AIPGENE8768,-0.300407778,,,,,,
AIPGENE27620,-0.435685631,,,,,,
AIPGENE1191,-0.234124961,,,,,,
AIPGENE11672,-0.082938242,,,,,,
AIPGENE21927,-0.089350625,,,,,,
AIPGENE21704,-0.556428161,,,,,,
AIPGENE25744,-0.357370197,,,,,,
AIPGENE21278,-0.175118391,,,,,,
AIPGENE4466,-0.626382431,,,,,,
AIPGENE2202,-0.160488498,,,,,,
AIPGENE14890,-0.170642945,,,,,,
AIPGENE16869,-0.374131583,,,,,,
AIPGENE2672,-0.165013626,,,,,,
AIPGENE5493,-0.54029816,,,,,,
AIPGENE11621,-0.592703516,,,,,,
AIPGENE4408,-0.173258115,,,,,,
AIPGENE1009,-0.4866432,,,,,,
AIPGENE7152,-0.315305313,,,,,,
AIPGENE25406,-0.189173435,,,,,,
AIPGENE11178,-0.334303603,,,,,,
AIPGENE1230,-0.224834444,,,,,,
AIPGENE7668,-0.202213906,,,,,,
AIPGENE12731,-0.263174902,,,,,,
AIPGENE14141,-0.197704088,,,,,,
AIPGENE15798,-0.529648706,,,,,,
AIPGENE12988,-0.454822294,,,,,,
AIPGENE15930,-0.058067734,,,,,,
AIPGENE18935,-0.117730599,,,,,,
AIPGENE9362,-0.221924655,,,,,,
AIPGENE26193,-0.407552531,,,,,,
AIPGENE12074,-0.441844847,,,,,,
AIPGENE1384,-0.1545556,,,,,,
AIPGENE7244,-0.2225295,,,,,,
AIPGENE27619,-0.439482265,,,,,,
AIPGENE9966,-0.344404077,,,,,,
AIPGENE5453,-0.640709699,,,,,,
AIPGENE12605,-0.511496989,,,,,,
AIPGENE5168,-0.441778849,,,,,,
AIPGENE11540,-0.678512455,,,,,,
AIPGENE19038,-0.397411266,,,,,,
AIPGENE18520,-0.458044597,,,,,,
AIPGENE11870,-0.135739756,,,,,,
AIPGENE2682,-0.128164329,,,,,,
AIPGENE9908,-0.200163834,,,,,,
AIPGENE16078,-0.263632544,,,,,,
AIPGENE22205,-0.345764498,,,,,,
AIPGENE10186,-0.271141479,,,,,,
AIPGENE26434,-0.607833931,,,,,,
AIPGENE2893,-0.409397221,,,,,,
AIPGENE26480,-0.069245506,,,,,,
AIPGENE14991,-0.176798381,,,,,,
AIPGENE15985,-0.260974682,,,,,,
AIPGENE8798,-0.132136215,,,,,,
AIPGENE6226,-0.10320514,,,,,,
AIPGENE1865,-0.351604284,,,,,,
AIPGENE12098,-0.352783656,,,,,,
AIPGENE23882,-0.102896454,,,,,,
AIPGENE11836,-0.168455285,,,,,,
AIPGENE25548,-0.65150796,,,,,,
AIPGENE22497,-0.430218279,,,,,,
AIPGENE4782,-0.05868349,,,,,,
AIPGENE17821,-0.158282482,,,,,,
AIPGENE21630,-0.346116027,,,,,,
AIPGENE20012,-0.271732491,,,,,,
AIPGENE7394,-0.274924051,,,,,,
AIPGENE13960,-0.2471017,,,,,,
AIPGENE23478,-0.645050045,,,,,,
AIPGENE21854,-0.253435222,,,,,,
AIPGENE2103,-0.207319893,,,,,,
AIPGENE7885,-0.168292144,,,,,,
AIPGENE27008,-0.146096395,,,,,,
AIPGENE944,-0.501979007,,,,,,
AIPGENE6189,-0.489599844,,,,,,
AIPGENE20047,-0.58207006,,,,,,
AIPGENE8022,-0.236656696,,,,,,
AIPGENE27024,-0.206663402,,,,,,
AIPGENE3392,-0.057634292,,,,,,
AIPGENE13975,-0.077722886,,,,,,
AIPGENE3259,-0.160541991,,,,,,
AIPGENE22841,-0.348718463,,,,,,
AIPGENE19426,-0.134462739,,,,,,
AIPGENE17072,-0.402423267,,,,,,
AIPGENE16711,-0.360571591,,,,,,
AIPGENE2589,-0.321735776,,,,,,
AIPGENE3339,-0.217265224,,,,,,
AIPGENE28406,-0.335433732,,,,,,
AIPGENE11020,-0.160513047,,,,,,
AIPGENE9301,-0.194015728,,,,,,
AIPGENE25170,-0.227250805,,,,,,
AIPGENE23453,-0.121469701,,,,,,
AIPGENE25355,-0.17111655,,,,,,
AIPGENE19656,-0.099346888,,,,,,
AIPGENE14603,-0.384708236,,,,,,
AIPGENE22836,-0.40878,,,,,,
AIPGENE20983,-0.078604555,,,,,,
AIPGENE2472,-0.228758355,,,,,,
AIPGENE1011,-0.135528627,,,,,,
AIPGENE29047,-0.489241896,,,,,,
AIPGENE8581,-0.164097886,,,,,,
AIPGENE28690,-0.190873259,,,,,,
AIPGENE2501,-0.129354976,,,,,,
AIPGENE23285,-0.110209693,,,,,,
AIPGENE23213,-0.177848051,,,,,,
AIPGENE8469,-0.240396324,,,,,,
AIPGENE3961,-0.647410778,,,,,,
AIPGENE27873,-0.224068855,,,,,,
AIPGENE13995,-0.072470532,,,,,,
AIPGENE25081,-0.358082821,,,,,,
AIPGENE19533,-0.358782103,,,,,,
AIPGENE6259,-0.392207262,,,,,,
AIPGENE3269,-0.180653771,,,,,,
AIPGENE22380,-0.178050292,,,,,,
AIPGENE15448,-0.17370504,,,,,,
AIPGENE21590,-0.206481476,,,,,,
AIPGENE914,-0.176748281,,,,,,
AIPGENE25959,-0.175864955,,,,,,
AIPGENE23237,-0.278925499,,,,,,
AIPGENE11133,-0.115859866,,,,,,
AIPGENE6689,-0.365135141,,,,,,
AIPGENE21670,-0.28906327,,,,,,
AIPGENE28991,-0.112851306,,,,,,
AIPGENE25054,-0.191657112,,,,,,
AIPGENE29210,-0.153559859,,,,,,
AIPGENE3237,-0.172643596,,,,,,
AIPGENE20444,-0.520735086,,,,,,
AIPGENE21472,-0.525993522,,,,,,
AIPGENE12027,-0.280348177,,,,,,
AIPGENE9529,-0.123568069,,,,,,
AIPGENE19797,-0.54680554,,,,,,
AIPGENE8898,-0.165703864,,,,,,
AIPGENE19513,-0.111802754,,,,,,
AIPGENE26139,-0.068618234,,,,,,
AIPGENE17795,-0.612287547,,,,,,
AIPGENE11551,-0.567139216,,,,,,
AIPGENE922,-0.238488502,,,,,,
AIPGENE4949,-0.369502274,,,,,,
AIPGENE21114,-0.256824274,,,,,,
AIPGENE21340,-0.324660992,,,,,,
AIPGENE17570,-0.669486748,,,,,,
AIPGENE17500,-0.326971638,,,,,,
AIPGENE8724,-0.231141775,,,,,,
AIPGENE23829,-0.434099149,,,,,,
AIPGENE23303,-0.245553266,,,,,,
AIPGENE17248,-0.310131521,,,,,,
AIPGENE557,-0.367300365,,,,,,
AIPGENE26777,-0.226964906,,,,,,
AIPGENE13747,-0.243579484,,,,,,
AIPGENE5696,-0.421378283,,,,,,
AIPGENE25636,-0.182528187,,,,,,
AIPGENE12730,-0.154295197,,,,,,
AIPGENE19958,-0.120734903,,,,,,
AIPGENE9478,-0.378678814,,,,,,
AIPGENE21129,-0.50320653,,,,,,
AIPGENE23666,-0.095237219,,,,,,
AIPGENE177,-0.102699689,,,,,,
AIPGENE1972,-0.390226272,,,,,,
AIPGENE12954,-0.373263276,,,,,,
AIPGENE20452,-0.450478152,,,,,,
AIPGENE21159,-0.118749472,,,,,,
AIPGENE5945,-0.280181032,,,,,,
AIPGENE26874,-0.378577413,,,,,,
AIPGENE20961,-0.183228076,,,,,,
AIPGENE71,-0.124011688,,,,,,
AIPGENE23607,-0.166887625,,,,,,
AIPGENE19834,-0.086240595,,,,,,
AIPGENE20576,-0.28294644,,,,,,
AIPGENE27583,-0.150026045,,,,,,
AIPGENE16031,-0.189577373,,,,,,
AIPGENE11930,-0.182869,,,,,,
AIPGENE3980,-0.381116582,,,,,,
AIPGENE15262,-0.107038404,,,,,,
AIPGENE10766,-0.328811902,,,,,,
AIPGENE9940,-0.162979875,,,,,,
AIPGENE14029,-0.160276483,,,,,,
AIPGENE795,-0.204757362,,,,,,
AIPGENE24523,-0.089266323,,,,,,
AIPGENE18621,-0.29468483,,,,,,
AIPGENE19073,-0.134962521,,,,,,
AIPGENE14674,-0.284633648,,,,,,
AIPGENE27509,-0.243339079,,,,,,
AIPGENE10884,-0.282199695,,,,,,
AIPGENE23765,-0.493347934,,,,,,
AIPGENE7963,-0.51361961,,,,,,
AIPGENE4577,-0.383341179,,,,,,
AIPGENE26639,-0.215631106,,,,,,
AIPGENE17864,-0.130327057,,,,,,
AIPGENE4234,-0.588790175,,,,,,
AIPGENE18142,-0.190846744,,,,,,
AIPGENE10997,-0.249382663,,,,,,
