Iso,SignedP,,,,,,
AIPGENE23968,-0.002996938,,,,,,
AIPGENE16912,-0.002395512,,,,,,
AIPGENE5656,-0.002134721,,,,,,
AIPGENE20167,-0.002520036,,,,,,
AIPGENE26138,-0.003952819,,,,,,
AIPGENE5258,-0.001383459,,,,,,
AIPGENE16048,-0.003434366,,,,,,
AIPGENE16154,-0.003082786,,,,,,
AIPGENE25948,-0.004506302,,,,,,
AIPGENE21071,-0.001635722,,,,,,
AIPGENE24418,-0.001402279,,,,,,
AIPGENE2869,-0.002343648,,,,,,
AIPGENE5976,-0.003124476,,,,,,
AIPGENE4572,-0.002550085,,,,,,
AIPGENE28906,-0.002220587,,,,,,
AIPGENE4674,-0.003359726,,,,,,
AIPGENE4580,-0.002718077,,,,,,
AIPGENE24776,-0.003768012,,,,,,
AIPGENE1792,-0.003308902,,,,,,
AIPGENE2180,-0.001620074,,,,,,
AIPGENE23554,-0.002103762,,,,,,
AIPGENE21877,-0.00115654,,,,,,
AIPGENE21589,-0.002216956,,,,,,
AIPGENE2209,-0.001326637,,,,,,
AIPGENE2862,-0.001893706,,,,,,
AIPGENE27823,-0.001192311,,,,,,
AIPGENE24579,-0.000844243,,,,,,
AIPGENE12813,-0.002456145,,,,,,
AIPGENE22882,-0.001566247,,,,,,
AIPGENE16707,-0.002845041,,,,,,
AIPGENE20009,-0.002432389,,,,,,
AIPGENE28674,-0.002668672,,,,,,
AIPGENE15759,-0.000695221,,,,,,
AIPGENE16847,-0.001715984,,,,,,
AIPGENE29139,-0.001207344,,,,,,
AIPGENE19500,-0.001444947,,,,,,
AIPGENE164,-0.001679757,,,,,,
AIPGENE2116,-0.001990737,,,,,,
AIPGENE27699,-0.001316177,,,,,,
AIPGENE5766,-0.001552328,,,,,,
AIPGENE7213,-0.000676596,,,,,,
AIPGENE7104,-0.000941776,,,,,,
AIPGENE27453,-0.00075492,,,,,,
AIPGENE12433,-0.000536968,,,,,,
AIPGENE13100,-0.000599154,,,,,,
AIPGENE18707,-0.000788881,,,,,,
AIPGENE1616,-0.000770544,,,,,,
AIPGENE12032,-0.001187202,,,,,,
AIPGENE24381,0.000879195,,,,,,
AIPGENE12404,0.000705976,,,,,,
AIPGENE28354,0.000555824,,,,,,
AIPGENE23838,0.000474501,,,,,,
AIPGENE6862,0.000612637,,,,,,
AIPGENE16945,0.000610526,,,,,,
AIPGENE14031,0.000764226,,,,,,
AIPGENE14906,0.00021377,,,,,,
AIPGENE18691,0.000523207,,,,,,
AIPGENE14412,0.000542444,,,,,,
AIPGENE16421,0.000510711,,,,,,
AIPGENE18268,0.000337941,,,,,,
AIPGENE15076,0.000358586,,,,,,
AIPGENE4784,0.000212691,,,,,,
AIPGENE22366,0.00014205,,,,,,
AIPGENE10692,0.000182961,,,,,,
AIPGENE3604,8.1118E-05,,,,,,
AIPGENE15826,2.6066E-05,,,,,,
AIPGENE25334,6.46245E-06,,,,,,
AIPGENE22448,4.58583E-05,,,,,,
AIPGENE22416,4.12053E-05,,,,,,
AIPGENE3941,5.08416E-05,,,,,,
AIPGENE22472,0.000150988,,,,,,
AIPGENE28485,0.000207866,,,,,,
AIPGENE8035,0.000105952,,,,,,
AIPGENE19905,0.000265943,,,,,,
AIPGENE463,0.000538101,,,,,,
AIPGENE13710,0.000272032,,,,,,
AIPGENE19914,0.000111599,,,,,,
AIPGENE17999,0.000229965,,,,,,
AIPGENE4852,0.000320817,,,,,,
AIPGENE1961,0.00034647,,,,,,
AIPGENE19324,0.000563444,,,,,,
AIPGENE21120,0.000287766,,,,,,
AIPGENE12158,0.000507406,,,,,,
AIPGENE9608,0.000930229,,,,,,
AIPGENE7520,0.000400379,,,,,,
AIPGENE25211,0.001030148,,,,,,
AIPGENE24781,0.000867756,,,,,,
AIPGENE691,0.000710879,,,,,,
AIPGENE12975,0.000648537,,,,,,
AIPGENE6325,0.000555454,,,,,,
AIPGENE10644,0.00133487,,,,,,
AIPGENE3445,0.000794695,,,,,,
AIPGENE23628,0.000801055,,,,,,
AIPGENE17145,0.001647025,,,,,,
AIPGENE21320,0.000664475,,,,,,
AIPGENE13604,0.001220721,,,,,,
AIPGENE19111,0.000925239,,,,,,
AIPGENE25734,0.00061799,,,,,,
AIPGENE2495,0.001575141,,,,,,
AIPGENE20562,0.001746564,,,,,,
AIPGENE23760,0.000777712,,,,,,
AIPGENE14898,0.002202285,,,,,,
AIPGENE1033,0.001127818,,,,,,
AIPGENE16050,0.000895144,,,,,,
AIPGENE15804,0.002495611,,,,,,
AIPGENE21039,0.001064407,,,,,,
AIPGENE15480,0.001951071,,,,,,
AIPGENE946,0.000900584,,,,,,
AIPGENE6444,0.001703515,,,,,,
AIPGENE9921,0.000768922,,,,,,
AIPGENE21287,0.00066999,,,,,,
AIPGENE27923,0.001367865,,,,,,
AIPGENE18216,0.002251264,,,,,,
AIPGENE25594,0.001410668,,,,,,
AIPGENE12495,0.000858922,,,,,,
AIPGENE11414,0.001311376,,,,,,
AIPGENE13712,0.003286939,,,,,,
AIPGENE22952,0.001140853,,,,,,
AIPGENE4083,0.002294042,,,,,,
AIPGENE3978,0.00243859,,,,,,
AIPGENE11103,0.001403086,,,,,,
AIPGENE8286,0.000813685,,,,,,
AIPGENE14160,0.003060049,,,,,,
AIPGENE4663,0.002531391,,,,,,
AIPGENE20775,0.003284864,,,,,,
AIPGENE602,0.002882233,,,,,,
AIPGENE14092,0.001131814,,,,,,
AIPGENE18685,0.002630882,,,,,,
AIPGENE5219,0.003805168,,,,,,
AIPGENE20745,0.00225449,,,,,,
AIPGENE9863,0.00179771,,,,,,
AIPGENE8850,0.00188279,,,,,,
AIPGENE13850,0.004574278,,,,,,
AIPGENE24587,0.004704838,,,,,,
AIPGENE23682,0.003329132,,,,,,
AIPGENE26734,0.002544213,,,,,,
AIPGENE28004,0.005029519,,,,,,
AIPGENE14647,0.00111944,,,,,,
AIPGENE1447,0.004048297,,,,,,
AIPGENE7751,0.000751534,,,,,,
AIPGENE8070,0.002018984,,,,,,
AIPGENE6396,0.00130657,,,,,,
AIPGENE19351,0.005720521,,,,,,
AIPGENE28900,0.00441259,,,,,,
AIPGENE17869,0.005857499,,,,,,
AIPGENE727,0.002598053,,,,,,
AIPGENE17872,0.00184963,,,,,,
AIPGENE18121,0.001241076,,,,,,
AIPGENE27094,0.004004543,,,,,,
AIPGENE4047,0.003766784,,,,,,
AIPGENE2760,0.004356175,,,,,,
AIPGENE19840,0.00638481,,,,,,
AIPGENE13765,0.003008409,,,,,,
AIPGENE25916,0.005363421,,,,,,
AIPGENE21871,0.005362116,,,,,,
AIPGENE26718,0.007227974,,,,,,
AIPGENE28957,0.002634521,,,,,,
AIPGENE12808,0.001948359,,,,,,
AIPGENE8886,0.005615701,,,,,,
AIPGENE5341,0.001583333,,,,,,
AIPGENE11522,0.007307254,,,,,,
AIPGENE28207,0.00252325,,,,,,
AIPGENE4452,0.00518155,,,,,,
AIPGENE25493,0.003916045,,,,,,
AIPGENE12283,0.007263252,,,,,,
AIPGENE5235,0.001973353,,,,,,
AIPGENE4412,0.005153252,,,,,,
AIPGENE21055,0.004700308,,,,,,
AIPGENE28005,0.005380805,,,,,,
AIPGENE4153,0.004910281,,,,,,
AIPGENE12329,0.004256427,,,,,,
AIPGENE654,0.006572111,,,,,,
AIPGENE14992,0.003142684,,,,,,
AIPGENE22710,0.004032547,,,,,,
AIPGENE21312,0.00459295,,,,,,
AIPGENE26883,0.0049064,,,,,,
AIPGENE24481,0.002118481,,,,,,
AIPGENE14155,0.007007927,,,,,,
AIPGENE15403,0.003684089,,,,,,
AIPGENE15478,0.005436863,,,,,,
AIPGENE23608,0.010951643,,,,,,
AIPGENE27922,0.006314098,,,,,,
AIPGENE10537,0.004374159,,,,,,
AIPGENE9091,0.008768936,,,,,,
AIPGENE24771,0.005967411,,,,,,
AIPGENE20770,0.002381974,,,,,,
AIPGENE15943,0.003016694,,,,,,
AIPGENE28136,0.003000102,,,,,,
AIPGENE3607,0.010930205,,,,,,
AIPGENE6881,0.00471899,,,,,,
AIPGENE10862,0.003210763,,,,,,
AIPGENE15186,0.003578078,,,,,,
AIPGENE12322,0.009543869,,,,,,
AIPGENE22417,0.005092159,,,,,,
AIPGENE14109,0.002093285,,,,,,
AIPGENE9536,0.006259871,,,,,,
AIPGENE9434,0.002928307,,,,,,
AIPGENE27081,0.011120678,,,,,,
AIPGENE11695,0.004283654,,,,,,
AIPGENE4483,0.008413853,,,,,,
AIPGENE7494,0.002187977,,,,,,
AIPGENE28022,0.006611238,,,,,,
AIPGENE5496,0.002036654,,,,,,
AIPGENE14128,0.011028328,,,,,,
AIPGENE16541,0.00764321,,,,,,
AIPGENE7316,0.006543655,,,,,,
AIPGENE5680,0.004661502,,,,,,
AIPGENE21788,0.002598791,,,,,,
AIPGENE1016,0.004269013,,,,,,
AIPGENE11557,0.010978512,,,,,,
AIPGENE22548,0.003650703,,,,,,
AIPGENE20721,0.0031916,,,,,,
AIPGENE9819,0.003433396,,,,,,
AIPGENE14434,0.002714399,,,,,,
AIPGENE8858,0.00778003,,,,,,
AIPGENE11647,0.00603604,,,,,,
AIPGENE5277,0.00072609,,,,,,
AIPGENE5599,0.003559869,,,,,,
AIPGENE27196,0.005567212,,,,,,
AIPGENE27351,0.008021557,,,,,,
AIPGENE15504,0.010680129,,,,,,
AIPGENE19146,0.00694943,,,,,,
AIPGENE5527,0.005283041,,,,,,
AIPGENE6455,0.008221055,,,,,,
AIPGENE20379,0.010259546,,,,,,
AIPGENE11706,0.010805536,,,,,,
AIPGENE17858,0.003469068,,,,,,
AIPGENE26559,0.003394745,,,,,,
AIPGENE29078,0.003132216,,,,,,
AIPGENE25646,0.006062083,,,,,,
AIPGENE15686,0.00518813,,,,,,
AIPGENE12178,0.008157477,,,,,,
AIPGENE23997,0.008732076,,,,,,
AIPGENE17107,0.011832577,,,,,,
AIPGENE25994,0.003023064,,,,,,
AIPGENE15097,0.010850003,,,,,,
AIPGENE18755,0.003858173,,,,,,
AIPGENE13034,0.01131185,,,,,,
AIPGENE5543,0.00305717,,,,,,
AIPGENE1271,0.015424474,,,,,,
AIPGENE4123,0.009423506,,,,,,
AIPGENE14813,0.012193875,,,,,,
AIPGENE16459,0.007285428,,,,,,
AIPGENE11806,0.007147094,,,,,,
AIPGENE8396,0.003471169,,,,,,
AIPGENE21362,0.006134234,,,,,,
AIPGENE19187,0.004381487,,,,,,
AIPGENE26611,0.012133456,,,,,,
AIPGENE25298,0.007468843,,,,,,
AIPGENE27418,0.012747838,,,,,,
AIPGENE28977,0.005789601,,,,,,
AIPGENE6581,0.010145572,,,,,,
AIPGENE20060,0.00482794,,,,,,
AIPGENE23461,0.010328457,,,,,,
AIPGENE17013,0.011800546,,,,,,
AIPGENE255,0.009100754,,,,,,
AIPGENE18558,0.009903627,,,,,,
AIPGENE3675,0.005712068,,,,,,
AIPGENE24830,0.004214694,,,,,,
AIPGENE22397,0.006589679,,,,,,
AIPGENE7738,0.004693441,,,,,,
AIPGENE9713,0.009929148,,,,,,
AIPGENE385,0.003911634,,,,,,
AIPGENE13194,0.003723708,,,,,,
AIPGENE6014,0.007228197,,,,,,
AIPGENE25819,0.01257736,,,,,,
AIPGENE20512,0.006527259,,,,,,
AIPGENE28726,0.006737519,,,,,,
AIPGENE19145,0.011736313,,,,,,
AIPGENE19750,0.003293753,,,,,,
AIPGENE24606,0.008650535,,,,,,
AIPGENE4461,0.011581188,,,,,,
AIPGENE21001,0.006598205,,,,,,
AIPGENE3050,0.012261805,,,,,,
AIPGENE14346,0.007391989,,,,,,
AIPGENE23614,0.016719148,,,,,,
AIPGENE7478,0.007144572,,,,,,
AIPGENE18478,0.0082479,,,,,,
AIPGENE18757,0.00969033,,,,,,
AIPGENE24612,0.011909523,,,,,,
AIPGENE4660,0.007258771,,,,,,
AIPGENE22420,0.011902872,,,,,,
AIPGENE5937,0.004002475,,,,,,
AIPGENE11640,0.013665962,,,,,,
AIPGENE12595,0.021163758,,,,,,
AIPGENE15682,0.012874006,,,,,,
AIPGENE17974,0.017910303,,,,,,
AIPGENE7491,0.007295477,,,,,,
AIPGENE28566,0.012211348,,,,,,
AIPGENE9106,0.018132554,,,,,,
AIPGENE12501,0.01504034,,,,,,
AIPGENE10854,0.00634923,,,,,,
AIPGENE15663,0.008084832,,,,,,
AIPGENE8716,0.0213085,,,,,,
AIPGENE4984,0.006633385,,,,,,
AIPGENE16223,0.008383347,,,,,,
AIPGENE18907,0.012840995,,,,,,
AIPGENE9199,0.00952784,,,,,,
AIPGENE16966,0.017526582,,,,,,
AIPGENE23852,0.013579044,,,,,,
AIPGENE12560,0.010409366,,,,,,
AIPGENE1151,0.006284634,,,,,,
AIPGENE26758,0.010364259,,,,,,
AIPGENE8251,0.016799699,,,,,,
AIPGENE17440,0.012501186,,,,,,
AIPGENE1071,0.012537649,,,,,,
AIPGENE11498,0.006209722,,,,,,
AIPGENE1962,0.017778137,,,,,,
AIPGENE17338,0.019029285,,,,,,
AIPGENE12942,0.002777872,,,,,,
AIPGENE18603,0.003688105,,,,,,
AIPGENE25124,0.003798645,,,,,,
AIPGENE7289,0.006465477,,,,,,
AIPGENE19938,0.012451367,,,,,,
AIPGENE2314,0.015850058,,,,,,
AIPGENE1979,0.012844173,,,,,,
AIPGENE1494,0.011302214,,,,,,
AIPGENE21281,0.01034675,,,,,,
AIPGENE24206,0.006030505,,,,,,
AIPGENE20385,0.004990261,,,,,,
AIPGENE19984,0.01226124,,,,,,
AIPGENE14107,0.009456503,,,,,,
AIPGENE20828,0.02382153,,,,,,
AIPGENE5751,0.007283028,,,,,,
AIPGENE26934,0.004940745,,,,,,
AIPGENE21420,0.006731693,,,,,,
AIPGENE10368,0.007007039,,,,,,
AIPGENE8748,0.015063187,,,,,,
AIPGENE6820,0.004561553,,,,,,
AIPGENE3960,0.010738748,,,,,,
AIPGENE12128,0.022499341,,,,,,
AIPGENE2863,0.011237386,,,,,,
AIPGENE11418,0.011237386,,,,,,
AIPGENE11479,0.007434205,,,,,,
AIPGENE5282,0.006506537,,,,,,
AIPGENE14710,0.010425741,,,,,,
AIPGENE20251,0.009007239,,,,,,
AIPGENE24836,0.012759357,,,,,,
AIPGENE25905,0.007756992,,,,,,
AIPGENE5051,0.001997826,,,,,,
AIPGENE17882,0.008089373,,,,,,
AIPGENE1305,0.015069299,,,,,,
AIPGENE8610,0.006463443,,,,,,
AIPGENE18717,0.008319425,,,,,,
AIPGENE11649,0.020718159,,,,,,
AIPGENE10370,0.010077317,,,,,,
AIPGENE24849,0.008334893,,,,,,
AIPGENE21250,0.011196728,,,,,,
AIPGENE6474,0.006017792,,,,,,
AIPGENE5181,0.009807833,,,,,,
AIPGENE11817,0.016888739,,,,,,
AIPGENE27164,0.020300461,,,,,,
AIPGENE27165,0.020300461,,,,,,
AIPGENE23159,0.009599691,,,,,,
AIPGENE825,0.008469576,,,,,,
AIPGENE1853,0.014137812,,,,,,
AIPGENE14360,0.014006072,,,,,,
AIPGENE8367,0.01175209,,,,,,
AIPGENE20435,0.015579503,,,,,,
AIPGENE12939,0.014452406,,,,,,
AIPGENE15923,0.012196959,,,,,,
AIPGENE22665,0.012564087,,,,,,
AIPGENE25768,0.016324634,,,,,,
AIPGENE12700,0.014439329,,,,,,
AIPGENE10015,0.010372069,,,,,,
AIPGENE27654,0.015619827,,,,,,
AIPGENE5452,0.017995211,,,,,,
AIPGENE15919,0.013463595,,,,,,
AIPGENE7369,0.021972414,,,,,,
AIPGENE25902,0.014354518,,,,,,
AIPGENE19014,0.023511494,,,,,,
AIPGENE17619,0.008089156,,,,,,
AIPGENE29001,0.013458415,,,,,,
AIPGENE20448,0.017650185,,,,,,
AIPGENE24761,0.012818592,,,,,,
AIPGENE1713,0.00864419,,,,,,
AIPGENE7196,0.008805359,,,,,,
AIPGENE3662,0.023066302,,,,,,
AIPGENE14365,0.012598406,,,,,,
AIPGENE7329,0.004309699,,,,,,
AIPGENE19459,0.016335181,,,,,,
AIPGENE5526,0.007458257,,,,,,
AIPGENE16958,0.010899594,,,,,,
AIPGENE18352,0.012484127,,,,,,
AIPGENE55,0.013730867,,,,,,
AIPGENE22221,0.017948742,,,,,,
AIPGENE14153,0.020990846,,,,,,
AIPGENE7508,0.019952778,,,,,,
AIPGENE11021,0.008354818,,,,,,
AIPGENE16549,0.010906889,,,,,,
AIPGENE9803,0.007981497,,,,,,
AIPGENE3476,0.024318374,,,,,,
AIPGENE9998,0.016978773,,,,,,
AIPGENE16662,0.030594991,,,,,,
AIPGENE2324,0.015924254,,,,,,
AIPGENE27429,0.009748212,,,,,,
AIPGENE6433,0.02098333,,,,,,
AIPGENE21914,0.019632411,,,,,,
AIPGENE11433,0.017019421,,,,,,
AIPGENE24119,0.022064094,,,,,,
AIPGENE27795,0.009058003,,,,,,
AIPGENE18214,0.008104858,,,,,,
AIPGENE29056,0.014690916,,,,,,
AIPGENE9709,0.013524673,,,,,,
AIPGENE3819,0.01055181,,,,,,
AIPGENE10244,0.014092014,,,,,,
AIPGENE25538,0.013703938,,,,,,
AIPGENE5053,0.024916939,,,,,,
AIPGENE8840,0.025892486,,,,,,
AIPGENE24751,0.029637553,,,,,,
AIPGENE13324,0.006928642,,,,,,
AIPGENE24388,0.009538658,,,,,,
AIPGENE24187,0.016606742,,,,,,
AIPGENE15527,0.012951139,,,,,,
AIPGENE25555,0.014113774,,,,,,
AIPGENE3511,0.032218506,,,,,,
AIPGENE20294,0.02955936,,,,,,
AIPGENE17867,0.009730712,,,,,,
AIPGENE14577,0.005267989,,,,,,
AIPGENE1827,0.01782631,,,,,,
AIPGENE9139,0.012787975,,,,,,
AIPGENE21780,0.009206206,,,,,,
AIPGENE1259,0.025180503,,,,,,
AIPGENE5017,0.020688553,,,,,,
AIPGENE29027,0.008882002,,,,,,
AIPGENE27891,0.008030899,,,,,,
AIPGENE23018,0.009605397,,,,,,
AIPGENE17894,0.015487057,,,,,,
AIPGENE11831,0.028843051,,,,,,
AIPGENE6830,0.003854602,,,,,,
AIPGENE14855,0.017367616,,,,,,
AIPGENE16111,0.023180065,,,,,,
AIPGENE25899,0.004387908,,,,,,
AIPGENE25376,0.008788797,,,,,,
AIPGENE22902,0.006196688,,,,,,
AIPGENE25163,0.022148483,,,,,,
AIPGENE20716,0.01722916,,,,,,
AIPGENE28061,0.018238972,,,,,,
AIPGENE23827,0.024839784,,,,,,
AIPGENE12680,0.026411538,,,,,,
AIPGENE27804,0.016564516,,,,,,
AIPGENE3540,0.036714653,,,,,,
AIPGENE22312,0.017412099,,,,,,
AIPGENE24825,0.007056478,,,,,,
AIPGENE3754,0.010319768,,,,,,
AIPGENE28821,0.025122055,,,,,,
AIPGENE14703,0.018597155,,,,,,
AIPGENE4509,0.021205241,,,,,,
AIPGENE20956,0.032140937,,,,,,
AIPGENE23935,0.014508109,,,,,,
AIPGENE27776,0.032707196,,,,,,
AIPGENE28110,0.01350504,,,,,,
AIPGENE5968,0.009437339,,,,,,
AIPGENE8836,0.033860046,,,,,,
AIPGENE17353,0.017157929,,,,,,
AIPGENE6962,0.026085465,,,,,,
AIPGENE12168,0.018810039,,,,,,
AIPGENE26170,0.035648893,,,,,,
AIPGENE7240,0.004894558,,,,,,
AIPGENE4052,0.022731997,,,,,,
AIPGENE473,0.032908472,,,,,,
AIPGENE9466,0.025433782,,,,,,
AIPGENE6416,0.004874843,,,,,,
AIPGENE19932,0.017295078,,,,,,
AIPGENE124,0.030277668,,,,,,
AIPGENE3397,0.039439394,,,,,,
AIPGENE22424,0.018314798,,,,,,
AIPGENE17495,0.014718167,,,,,,
AIPGENE7552,0.013731386,,,,,,
AIPGENE14956,0.024783368,,,,,,
AIPGENE22092,0.011934822,,,,,,
AIPGENE12432,0.029900227,,,,,,
AIPGENE5062,0.008317294,,,,,,
AIPGENE4249,0.011141425,,,,,,
AIPGENE23937,0.015847616,,,,,,
AIPGENE17164,0.019210862,,,,,,
AIPGENE6388,0.010687918,,,,,,
AIPGENE4525,0.005612254,,,,,,
AIPGENE16273,0.024104278,,,,,,
AIPGENE4219,0.03792431,,,,,,
AIPGENE19033,0.027668905,,,,,,
AIPGENE6982,0.02179945,,,,,,
AIPGENE1878,0.012731553,,,,,,
AIPGENE2792,0.025428113,,,,,,
AIPGENE5055,0.010248732,,,,,,
AIPGENE9606,0.016321901,,,,,,
AIPGENE28407,0.033095747,,,,,,
AIPGENE27577,0.025478791,,,,,,
AIPGENE5465,0.015475224,,,,,,
AIPGENE19147,0.01145838,,,,,,
AIPGENE23306,0.029853455,,,,,,
AIPGENE4071,0.035766933,,,,,,
AIPGENE4243,0.014633701,,,,,,
AIPGENE5380,0.015258777,,,,,,
AIPGENE17717,0.014171233,,,,,,
AIPGENE13990,0.011140753,,,,,,
AIPGENE11219,0.008008031,,,,,,
AIPGENE29068,0.016227442,,,,,,
AIPGENE21764,0.01629761,,,,,,
AIPGENE11780,0.022823142,,,,,,
AIPGENE13799,0.007208366,,,,,,
AIPGENE10657,0.025489617,,,,,,
AIPGENE1435,0.019835719,,,,,,
AIPGENE15098,0.012109194,,,,,,
AIPGENE23887,0.029125088,,,,,,
AIPGENE26197,0.010052597,,,,,,
AIPGENE15484,0.032181786,,,,,,
AIPGENE10952,0.015151716,,,,,,
AIPGENE14111,0.015824855,,,,,,
AIPGENE2186,0.013826948,,,,,,
AIPGENE15691,0.028866552,,,,,,
AIPGENE15884,0.025287057,,,,,,
AIPGENE21271,0.01221574,,,,,,
AIPGENE7459,0.012088339,,,,,,
AIPGENE23230,0.009029346,,,,,,
AIPGENE23148,0.034099568,,,,,,
AIPGENE27163,0.007317364,,,,,,
AIPGENE24768,0.005531905,,,,,,
AIPGENE15744,0.019094705,,,,,,
AIPGENE7843,0.018838219,,,,,,
AIPGENE10834,0.014574403,,,,,,
AIPGENE199,0.022826383,,,,,,
AIPGENE24270,0.019452227,,,,,,
AIPGENE16719,0.026452513,,,,,,
AIPGENE8147,0.01099156,,,,,,
AIPGENE20027,0.030521925,,,,,,
AIPGENE289,0.010682547,,,,,,
AIPGENE14601,0.04001304,,,,,,
AIPGENE24228,0.038520522,,,,,,
AIPGENE10141,0.026382386,,,,,,
AIPGENE9848,0.011325275,,,,,,
AIPGENE27182,0.011658831,,,,,,
AIPGENE23880,0.035032481,,,,,,
AIPGENE6893,0.044082527,,,,,,
AIPGENE10610,0.003379982,,,,,,
AIPGENE6055,0.024389605,,,,,,
AIPGENE26685,0.016101132,,,,,,
AIPGENE25537,0.033694518,,,,,,
AIPGENE1339,0.027830672,,,,,,
AIPGENE1579,0.032448747,,,,,,
AIPGENE21817,0.008565102,,,,,,
AIPGENE14174,0.023773121,,,,,,
AIPGENE14328,0.030630508,,,,,,
AIPGENE4000,0.032106535,,,,,,
AIPGENE28401,0.017423848,,,,,,
AIPGENE8330,0.038990164,,,,,,
AIPGENE18312,0.015711585,,,,,,
AIPGENE16355,0.030124899,,,,,,
AIPGENE28366,0.017091048,,,,,,
AIPGENE27063,0.039924968,,,,,,
AIPGENE2804,0.033813767,,,,,,
AIPGENE26751,0.043156622,,,,,,
AIPGENE13595,0.00907086,,,,,,
AIPGENE24965,0.026513783,,,,,,
AIPGENE5778,0.01163532,,,,,,
AIPGENE26219,0.021075706,,,,,,
AIPGENE26833,0.032379671,,,,,,
AIPGENE11538,0.032314823,,,,,,
AIPGENE28231,0.029474989,,,,,,
AIPGENE9995,0.042934798,,,,,,
AIPGENE20877,0.033174974,,,,,,
AIPGENE16577,0.004843155,,,,,,
AIPGENE1188,0.01697516,,,,,,
AIPGENE7144,0.045069433,,,,,,
AIPGENE24512,0.011980385,,,,,,
AIPGENE25349,0.011243401,,,,,,
AIPGENE22037,0.028648002,,,,,,
AIPGENE6107,0.028213071,,,,,,
AIPGENE18518,0.023973173,,,,,,
AIPGENE24562,0.025546358,,,,,,
AIPGENE27258,0.007435399,,,,,,
AIPGENE1262,0.034994938,,,,,,
AIPGENE1450,0.01648903,,,,,,
AIPGENE23198,0.036002902,,,,,,
AIPGENE25666,0.028184158,,,,,,
AIPGENE23140,0.043965147,,,,,,
AIPGENE24872,0.032124905,,,,,,
AIPGENE21246,0.025639516,,,,,,
AIPGENE13153,0.045577451,,,,,,
AIPGENE9224,0.048865395,,,,,,
AIPGENE14227,0.004114572,,,,,,
AIPGENE4056,0.027481475,,,,,,
AIPGENE69,0.008334464,,,,,,
AIPGENE19920,0.010849347,,,,,,
AIPGENE15266,0.021915296,,,,,,
AIPGENE28642,0.028508156,,,,,,
AIPGENE22720,0.037023638,,,,,,
AIPGENE3152,0.021722255,,,,,,
AIPGENE3720,0.028893798,,,,,,
AIPGENE20944,0.041419485,,,,,,
AIPGENE12874,0.014240621,,,,,,
AIPGENE29142,0.045812639,,,,,,
AIPGENE21116,0.046968139,,,,,,
AIPGENE13114,0.03533909,,,,,,
AIPGENE8075,0.045914054,,,,,,
AIPGENE5192,0.031350293,,,,,,
AIPGENE13016,0.031181144,,,,,,
AIPGENE15188,0.022077901,,,,,,
AIPGENE12609,0.01440589,,,,,,
AIPGENE19653,0.011318454,,,,,,
AIPGENE17088,0.012930703,,,,,,
AIPGENE13105,0.032019712,,,,,,
AIPGENE18922,0.030832469,,,,,,
AIPGENE11258,0.018149095,,,,,,
AIPGENE25990,0.01248645,,,,,,
AIPGENE14529,0.025572195,,,,,,
AIPGENE4758,0.033143252,,,,,,
AIPGENE14113,0.020339379,,,,,,
AIPGENE3892,0.043864834,,,,,,
AIPGENE13725,0.046983432,,,,,,
AIPGENE14101,0.021775825,,,,,,
AIPGENE8935,0.026751797,,,,,,
AIPGENE26097,0.026614093,,,,,,
AIPGENE17129,0.022774364,,,,,,
AIPGENE23699,0.017051869,,,,,,
AIPGENE10704,0.017235719,,,,,,
AIPGENE5821,0.04856395,,,,,,
AIPGENE2652,0.036365162,,,,,,
AIPGENE10070,0.016299495,,,,,,
AIPGENE23232,0.026606183,,,,,,
AIPGENE25576,0.030606609,,,,,,
AIPGENE11506,0.021504054,,,,,,
AIPGENE21214,0.016359803,,,,,,
AIPGENE26473,0.026184278,,,,,,
AIPGENE5420,0.020306153,,,,,,
AIPGENE12019,0.0127278,,,,,,
AIPGENE4291,0.044973613,,,,,,
AIPGENE13013,0.03526939,,,,,,
AIPGENE11813,0.044868473,,,,,,
AIPGENE1577,0.029069693,,,,,,
AIPGENE23567,0.020708909,,,,,,
AIPGENE25404,0.022495438,,,,,,
AIPGENE17139,0.019913499,,,,,,
AIPGENE15741,0.017640843,,,,,,
AIPGENE19715,0.052737108,,,,,,
AIPGENE22663,0.014415672,,,,,,
AIPGENE4031,0.025221629,,,,,,
AIPGENE22578,0.049502706,,,,,,
AIPGENE27028,0.026342316,,,,,,
AIPGENE1929,0.024487731,,,,,,
AIPGENE7731,0.013105897,,,,,,
AIPGENE8674,0.020694543,,,,,,
AIPGENE19610,0.029307526,,,,,,
AIPGENE25046,0.017378643,,,,,,
AIPGENE24169,0.032084919,,,,,,
AIPGENE16827,0.009824712,,,,,,
AIPGENE16824,0.03020344,,,,,,
AIPGENE28419,0.028239395,,,,,,
AIPGENE14988,0.020632683,,,,,,
AIPGENE6228,0.034005965,,,,,,
AIPGENE311,0.032114004,,,,,,
AIPGENE1077,0.030645411,,,,,,
AIPGENE16295,0.016396087,,,,,,
AIPGENE24129,0.017003157,,,,,,
AIPGENE17204,0.02780913,,,,,,
AIPGENE15613,0.022110339,,,,,,
AIPGENE19571,0.026154447,,,,,,
AIPGENE16823,0.02017912,,,,,,
AIPGENE15550,0.015281074,,,,,,
AIPGENE8648,0.047309609,,,,,,
AIPGENE11105,0.051019354,,,,,,
AIPGENE12193,0.028576216,,,,,,
AIPGENE28490,0.009107439,,,,,,
